# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Jun 21 02:14:01 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Attention: photometry includes extinction of Av=0.04681, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.0001 -2.19174 10.00000 0.8400606513 2.4319701195    0.836  1.618  3.7211  2.579    3  0.000  0.525     0.00     0.00 -1  -2.9e-11      0.00 7.521e-01 2.478e-01 1.679e-05 4.917e-06 4.263e-05 -1.000 1.000e-04 0.726 2.351 1.312 0.795 0.591 0.490
0.0001 -2.19174 10.00000 0.8402258158 2.4320216179    0.836  1.663  3.7195  2.527    3  0.000  0.523     0.00     0.00 -1 -3.41e-11      0.00 7.517e-01 2.482e-01 1.674e-05 4.964e-06 4.265e-05 -1.000 1.000e-04 0.613 2.252 1.205 0.683 0.477 0.374
0.0001 -2.19174 10.00000 0.8403806090 2.4320700169    0.836  1.709  3.7180  2.475    3  0.000  0.522     0.00     0.00 -1 -4.03e-11      0.00 7.515e-01 2.484e-01 1.671e-05 4.998e-06 4.266e-05 -1.000 9.999e-05 0.497 2.154 1.097 0.569 0.360 0.255
0.0001 -2.19174 10.00000 0.8405181170 2.4321129322    0.836  1.754  3.7164  2.424    3  0.000  0.522     0.00     0.00 -1 -4.74e-11      0.00 7.514e-01 2.485e-01 1.669e-05 5.019e-06 4.266e-05 -1.000 9.999e-05 0.385 2.062 0.992 0.458 0.247 0.139
0.0001 -2.19174 10.00000 0.8406464458 2.4321529865    0.836  1.799  3.7147  2.372    3  0.000  0.521     0.00     0.00 -1 -5.59e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.028e-06 4.266e-05 -1.000 1.000e-04 0.272 1.970 0.886 0.346 0.132 0.022
0.0001 -2.19174 10.00000 0.8407658339 2.4321901798    0.836  1.845  3.7131  2.319    3  0.000  0.521     0.00     0.00 -1  -6.6e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.029e-06 4.266e-05 -1.000 1.000e-04 0.157 1.875 0.779 0.233 0.015 -0.097
0.0001 -2.19174 10.00000 0.8408753276 2.4322242737    0.835  1.891  3.7115  2.267    3  0.000  0.521     0.00     0.00 -1 -7.79e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.030e-06 4.266e-05 -1.000 1.001e-04 0.043 1.781 0.673 0.120 -0.100 -0.214
0.0001 -2.19174 10.00000 0.8409748673 2.4322552681    0.835  1.936  3.7097  2.215    3  0.000  0.521     0.00     0.00 -1 -9.17e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.030e-06 4.266e-05 -1.000 1.001e-04 -0.070 1.690 0.569 0.009 -0.214 -0.330
0.0001 -2.19174 10.00000 0.8410680294 2.4322843552    0.835  1.982  3.7080  2.162    3  0.000  0.521     0.00     0.00 -1 -1.08e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.031e-06 4.266e-05 -1.000 1.000e-04 -0.184 1.599 0.464 -0.103 -0.329 -0.448
0.0001 -2.19174 10.00000 0.8411529660 2.4323108196    0.834  2.027  3.7064  2.110    3  0.000  0.521     0.00     0.00 -1 -1.28e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.032e-06 4.266e-05 -1.000 1.001e-04 -0.298 1.509 0.359 -0.215 -0.444 -0.565
0.0001 -2.19174 10.00000 0.8412283063 2.4323344231    0.834  2.071  3.7046  2.059    3  0.000  0.521     0.00     0.00 -1  -1.5e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.032e-06 4.266e-05 -1.000 1.001e-04 -0.407 1.423 0.259 -0.322 -0.554 -0.678
0.0001 -2.19174 10.00000 0.8412977457 2.4323561192    0.834  2.115  3.7030  2.008    3  0.000  0.521     0.00     0.00 -1 -1.76e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.033e-06 4.266e-05 -1.000 1.000e-04 -0.517 1.335 0.158 -0.430 -0.666 -0.791
0.0001 -2.19174 10.00000 0.8413628936 2.4323763847    0.833  2.160  3.7012  1.956    3  0.000  0.521     0.00     0.00 -1 -2.07e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.033e-06 4.266e-05 -1.000 1.000e-04 -0.629 1.250 0.056 -0.541 -0.779 -0.908
0.0001 -2.19174 10.00000 0.8414213657 2.4323945045    0.833  2.203  3.6994  1.905    3  0.000  0.521     0.00     0.00 -1 -2.43e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.034e-06 4.266e-05 -1.000 1.000e-04 -0.738 1.170 -0.042 -0.647 -0.889 -1.020
0.0001 -2.19174 10.00000 0.8414800167 2.4324128628    0.832  2.249  3.6977  1.852    3  0.000  0.521     0.00     0.00 -1 -2.87e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.034e-06 4.267e-05 -1.000 1.000e-04 -0.851 1.086 -0.145 -0.758 -1.004 -1.137
0.0001 -2.19174 10.00000 0.8415415883 2.4324319363    0.832  2.292  3.6959  1.801    3  0.000  0.521     0.00     0.00 -1 -3.36e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.035e-06 4.267e-05 -1.000 1.000e-04 -0.960 1.007 -0.243 -0.865 -1.114 -1.250
0.0001 -2.19174 10.00000 0.8415737748 2.4324419498    0.831  2.303  3.6955  1.788    3  0.000  0.521     0.00     0.00 -1 -3.53e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.035e-06 4.267e-05 -1.000 9.999e-05 -0.988 0.986 -0.269 -0.892 -1.142 -1.279
0.0001 -2.19174 10.00000 0.8416072130 2.4324524403    0.831  2.293  3.6962  1.801    3  0.000  0.521     0.00     0.00 -1 -3.41e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.035e-06 4.267e-05 -1.000 1.000e-04 -0.962 1.002 -0.247 -0.867 -1.116 -1.251
0.0001 -2.19174 10.00000 0.8416141272 2.4324545860    0.831  2.300  3.6959  1.793    3  0.000  0.521     0.00     0.00 -1 -3.49e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.035e-06 4.267e-05 -1.000 1.000e-04 -0.979 0.990 -0.262 -0.884 -1.133 -1.269
0.0001 -2.19174 10.00000 0.8416521549 2.4324662685    0.830  2.339  3.6942  1.747    3  0.000  0.521     0.00     0.00 -1    -4e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.035e-06 4.267e-05 -1.000 1.000e-04 -1.078 0.919 -0.350 -0.980 -1.233 -1.371
0.0001 -2.19174 10.00000 0.8416905999 2.4324784279    0.829  2.382  3.6925  1.697    3  0.000  0.521     0.00     0.00 -1 -4.66e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.036e-06 4.267e-05 -1.000 1.000e-04 -1.184 0.842 -0.445 -1.084 -1.340 -1.480
0.0001 -2.19174 10.00000 0.8417232037 2.4324884415    0.829  2.420  3.6909  1.652    3  0.000  0.521     0.00     0.00 -1 -5.36e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.036e-06 4.267e-05 -1.000 1.000e-04 -1.279 0.775 -0.529 -1.176 -1.436 -1.579
0.0001 -2.19174 10.00000 0.8417553306 2.4324984550    0.828  2.460  3.6891  1.605    3  0.000  0.521     0.00     0.00 -1 -6.21e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.036e-06 4.267e-05 -1.000 1.001e-04 -1.379 0.706 -0.617 -1.273 -1.536 -1.682
0.0001 -2.19174 10.00000 0.8417853117 2.4325077534    0.827  2.499  3.6874  1.558    3  0.000  0.521     0.00     0.00 -1 -7.19e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.036e-06 4.267e-05 -1.000 1.000e-04 -1.478 0.639 -0.704 -1.369 -1.636 -1.784
0.0001 -2.19174 10.00000 0.8418115377 2.4325158596    0.826  2.537  3.6857  1.514    3  0.000  0.521     0.00     0.00 -1 -8.25e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.037e-06 4.267e-05 -1.000 1.000e-04 -1.571 0.584 -0.784 -1.460 -1.730 -1.881
0.0001 -2.19174 10.00000 0.8418375254 2.4325239658    0.825  2.576  3.6840  1.467    3  0.000  0.521     0.00     0.00 -1 -9.53e-10      0.00 7.512e-01 2.487e-01 1.667e-05 5.037e-06 4.267e-05 -1.000 1.000e-04 -1.670 0.537 -0.867 -1.556 -1.830 -1.983
0.0001 -2.19174 10.00000 0.8418605328 2.4325311184    0.825  2.613  3.6823  1.423    3  0.000  0.521     0.00     0.00 -1 -1.09e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.037e-06 4.267e-05 -1.000 1.001e-04 -1.762 0.501 -0.943 -1.647 -1.926 -2.081
0.0001 -2.19174 10.00000 0.8418820500 2.4325377941    0.824  2.650  3.6806  1.378    3  0.000  0.521     0.00     0.00 -1 -1.25e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.037e-06 4.267e-05 -1.000 1.000e-04 -1.854 0.472 -1.017 -1.737 -2.020 -2.178
0.0001 -2.19174 10.00000 0.8419025540 2.4325442314    0.822  2.687  3.6789  1.334    3  0.000  0.521     0.00     0.00 -1 -1.44e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.037e-06 4.267e-05 -1.000 1.000e-04 -1.948 0.448 -1.090 -1.827 -2.115 -2.276
0.0001 -2.19174 10.00000 0.8419246078 2.4325511456    0.821  2.730  3.6771  1.283    3  0.000  0.521     0.00     0.00 -1 -1.68e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.037e-06 4.267e-05 -1.000 1.000e-04 -2.055 0.420 -1.174 -1.932 -2.225 -2.389
0.0001 -2.19174 10.00000 0.8419423103 2.4325566292    0.820  2.767  3.6752  1.237    3  0.000  0.521     0.00     0.00 -1 -1.93e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.147 0.413 -1.240 -2.021 -2.320 -2.487
0.0001 -2.19174 10.00000 0.8419606090 2.4325623512    0.818  2.808  3.6732  1.188    3  0.000  0.521     0.00     0.00 -1 -2.25e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 9.999e-05 -2.250 0.405 -1.314 -2.119 -2.424 -2.594
0.0001 -2.19174 10.00000 0.8419757485 2.4325668812    0.817  2.844  3.6715  1.144    3  0.000  0.521     0.00     0.00 -1 -2.57e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.339 0.404 -1.377 -2.205 -2.516 -2.689
0.0001 -2.19174 10.00000 0.8419911265 2.4325718880    0.815  2.882  3.6695  1.097    3  0.000  0.521     0.00     0.00 -1 -2.98e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 9.999e-05 -2.436 0.414 -1.441 -2.297 -2.616 -2.792
0.0001 -2.19174 10.00000 0.8420038819 2.4325757027    0.813  2.917  3.6679  1.055    3  0.000  0.521     0.00     0.00 -1 -3.38e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.522 0.423 -1.498 -2.377 -2.702 -2.882
0.0001 -2.19174 10.00000 0.8420172930 2.4325799942    0.811  2.955  3.6660  1.008    3  0.000  0.521     0.00     0.00 -1  -3.9e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.617 0.444 -1.557 -2.467 -2.800 -2.984
0.0001 -2.19174 10.00000 0.8420308232 2.4325840473    0.809  2.996  3.6639  0.958    3  0.000  0.521     0.00     0.00 -1 -4.55e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 9.999e-05 -2.720 0.485 -1.613 -2.561 -2.904 -3.093
0.0001 -2.19174 10.00000 0.8420419097 2.4325876236    0.807  3.031  3.6621  0.914    3  0.000  0.521     0.00     0.00 -1  -5.2e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 9.999e-05 -2.809 0.527 -1.658 -2.642 -2.995 -3.188
0.0001 -2.19174 10.00000 0.8420513868 2.4325904846    0.805  3.063  3.6603  0.874    3  0.000  0.521     0.00     0.00 -1 -5.87e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.888 0.579 -1.694 -2.714 -3.076 -3.273
0.0001 -2.19174 10.00000 0.8420611024 2.4325935841    0.802  3.098  3.6585  0.830    3  0.000  0.521     0.00     0.00 -1 -6.69e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.975 0.638 -1.730 -2.790 -3.163 -3.365
0.0001 -2.19174 10.00000 0.8420711160 2.4325966835    0.799  3.135  3.6564  0.783    3  0.000  0.521     0.00     0.00 -1 -7.71e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -3.068 0.663 -1.778 -2.872 -3.255 -3.462
0.0001 -2.19174 10.00000 0.8420795202 2.4325993061    0.797  3.168  3.6546  0.741    3  0.000  0.521     0.00     0.00 -1 -8.74e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 1.000e-04 -3.151 0.674 -1.822 -2.943 -3.335 -3.547
0.0001 -2.19174 10.00000 0.8420879841 2.4326019287    0.793  3.203  3.6528  0.698    3  0.000  0.521     0.00     0.00 -1 -9.97e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 1.000e-04 -3.236 0.684 -1.870 -3.018 -3.419 -3.635
0.0001 -2.19174 10.00000 0.8420957923 2.4326043129    0.790  3.234  3.6511  0.659    3  0.000  0.521     0.00     0.00 -1 -1.13e-08      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 9.999e-05 -3.314 0.693 -1.911 -3.085 -3.495 -3.715
0.0001 -2.19174 10.00000 0.8420979977 2.4326050282    0.789  3.242  3.6507  0.648    3  0.000  0.521     0.00     0.00 -1 -1.17e-08      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 1.000e-04 -3.335 0.697 -1.922 -3.103 -3.515 -3.737
0.0001 -2.19174 10.00000 0.8420979977 2.4326050282    0.789  1.703  3.8886  3.138    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.512 1.706 0.519 0.585 0.689 0.766
0.0001 -2.19174 10.00000 0.8421285748 2.4326145649    0.789  1.726  3.8765  3.067    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 9.994e-05 0.456 1.657 0.485 0.511 0.595 0.662
0.0001 -2.19174 10.00000 0.8421831727 2.4326314926    0.789  1.731  3.8741  3.053    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.444 1.647 0.478 0.496 0.575 0.641
0.0001 -2.19174 10.00000 0.8422359228 2.4326479435    0.789  1.731  3.8747  3.055    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.443 1.646 0.476 0.495 0.576 0.642
0.0001 -2.19174 10.00000 0.8422896862 2.4326646328    0.789  1.731  3.8753  3.057    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 9.993e-05 0.442 1.645 0.474 0.496 0.577 0.644
0.0001 -2.19174 10.00000 0.8423454165 2.4326817989    0.789  1.731  3.8760  3.060    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.999e-05 0.442 1.644 0.472 0.496 0.579 0.646
0.0001 -2.19174 10.00000 0.8423981071 2.4326982498    0.789  1.732  3.8766  3.062    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.999e-05 0.441 1.643 0.470 0.496 0.580 0.648
0.0001 -2.19174 10.00000 0.8424534798 2.4327154160    0.789  1.732  3.8770  3.064    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 1.000e-04 0.441 1.643 0.469 0.496 0.581 0.649
0.0001 -2.19174 10.00000 0.8425083756 2.4327325821    0.789  1.732  3.8773  3.065    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.997e-05 0.440 1.642 0.467 0.496 0.582 0.650
0.0001 -2.19174 10.00000 0.8425636292 2.4327497482    0.789  1.732  3.8774  3.065    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.996e-05 0.439 1.641 0.467 0.495 0.581 0.649
0.0001 -2.19174 10.00000 0.8426155448 2.4327657223    0.789  1.733  3.8773  3.064    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 9.996e-05 0.439 1.640 0.466 0.494 0.580 0.648
0.0001 -2.19174 10.00000 0.8426724076 2.4327833652    0.790  1.733  3.8768  3.061    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 9.997e-05 0.437 1.639 0.465 0.492 0.577 0.645
0.0001 -2.19174 10.00000 0.8427278996 2.4328005314    0.790  1.734  3.8759  3.057    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 9.994e-05 0.435 1.637 0.465 0.489 0.572 0.639
0.0001 -2.19174 10.00000 0.8427840471 2.4328179359    0.790  1.735  3.8746  3.051    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 9.991e-05 0.432 1.636 0.465 0.485 0.565 0.632
0.0001 -2.19174 10.00000 0.8428413272 2.4328358173    0.790  1.736  3.8728  3.042    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 9.996e-05 0.429 1.634 0.466 0.479 0.557 0.622
0.0001 -2.19174 10.00000 0.8428643346 2.4328429699    0.790  1.737  3.8720  3.039    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 1.000e-04 0.427 1.633 0.466 0.477 0.553 0.617
0.0001 -2.19174 10.00000 0.8428956866 2.4328527451    0.790  1.738  3.8707  3.032    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 9.996e-05 0.425 1.631 0.466 0.473 0.546 0.609
0.0001 -2.19174 10.00000 0.8429542184 2.4328708649    0.790  1.740  3.8677  3.018    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 1.000e-04 0.420 1.628 0.468 0.465 0.533 0.594
0.0001 -2.19174 10.00000 0.8430075645 2.4328873158    0.790  1.742  3.8644  3.003    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 1.000e-04 0.415 1.625 0.471 0.457 0.518 0.577
0.0001 -2.19174 10.00000 0.8430622220 2.4329042435    0.790  1.745  3.8605  2.985    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 9.999e-05 0.409 1.621 0.474 0.447 0.501 0.556
0.0001 -2.19174 10.00000 0.8431203365 2.4329223633    0.790  1.747  3.8558  2.963    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.230e-05 -1.000 9.996e-05 0.401 1.616 0.479 0.437 0.482 0.533
0.0001 -2.19174 10.00000 0.8431782126 2.4329402447    0.790  1.751  3.8504  2.938    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 9.996e-05 0.393 1.611 0.486 0.426 0.461 0.507
0.0001 -2.19174 10.00000 0.8432347178 2.4329576492    0.790  1.755  3.8445  2.911    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 1.000e-04 0.384 1.606 0.493 0.414 0.438 0.478
0.0001 -2.19174 10.00000 0.8432671428 2.4329679012    0.790  1.757  3.8410  2.895    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 9.996e-05 0.378 1.603 0.497 0.407 0.424 0.461
0.0001 -2.19174 10.00000 0.8433207870 2.4329843521    0.790  1.761  3.8345  2.865    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 9.999e-05 0.368 1.599 0.506 0.395 0.400 0.431
0.0001 -2.19174 10.00000 0.8433775902 2.4330019951    0.790  1.765  3.8274  2.832    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 9.999e-05 0.357 1.595 0.516 0.382 0.374 0.398
0.0001 -2.19174 10.00000 0.8434337378 2.4330193996    0.790  1.770  3.8199  2.797    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 1.000e-04 0.345 1.593 0.528 0.369 0.347 0.363
0.0001 -2.19174 10.00000 0.8434913158 2.4330372810    0.790  1.775  3.8115  2.759    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.994e-05 0.332 1.591 0.542 0.355 0.318 0.325
0.0001 -2.19174 10.00000 0.8435462713 2.4330542088    0.790  1.781  3.8030  2.719    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.996e-05 0.318 1.590 0.559 0.342 0.288 0.287
0.0001 -2.19174 10.00000 0.8436011672 2.4330711365    0.791  1.787  3.7948  2.680    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.993e-05 0.303 1.591 0.575 0.329 0.260 0.250
0.0001 -2.19174 10.00000 0.8436554670 2.4330880642    0.791  1.793  3.7882  2.648    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.994e-05 0.288 1.590 0.585 0.316 0.235 0.217
0.0001 -2.19174 10.00000 0.8437105417 2.4331049919    0.791  1.799  3.7824  2.619    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 9.996e-05 0.273 1.589 0.593 0.303 0.211 0.187
0.0001 -2.19174 10.00000 0.8437654376 2.4331221581    0.791  1.805  3.7774  2.593    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.257 1.589 0.596 0.289 0.188 0.158
0.0001 -2.19174 10.00000 0.8438013196 2.4331331253    0.791  1.808  3.7754  2.582    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 9.996e-05 0.250 1.589 0.597 0.283 0.178 0.146
0.0001 -2.19174 10.00000 0.8438554406 2.4331498146    0.791  1.816  3.7706  2.554    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.229 1.586 0.594 0.264 0.151 0.112
0.0001 -2.19174 10.00000 0.8439114690 2.4331672192    0.791  1.832  3.7640  2.513    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.191 1.572 0.583 0.229 0.104 0.058
0.0001 -2.19174 10.00000 0.8439662457 2.4331841469    0.791  1.857  3.7559  2.455    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 0.128 1.544 0.553 0.170 0.031 -0.025
0.0001 -2.19174 10.00000 0.8439993858 2.4331943989    0.791  1.886  3.7481  2.394    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 0.055 1.509 0.511 0.101 -0.051 -0.118
0.0001 -2.19174 10.00000 0.8440159559 2.4331996441    0.791  1.918  3.7408  2.334    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.024 1.471 0.462 0.027 -0.138 -0.213
0.0001 -2.19174 10.00000 0.8440230489 2.4332017899    0.791  1.949  3.7347  2.278    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.996e-05 -0.104 1.438 0.410 -0.048 -0.224 -0.308
0.0001 -2.19174 10.00000 0.8440262675 2.4332027435    0.791  1.980  3.7298  2.227    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.180 1.400 0.355 -0.122 -0.307 -0.397
0.0001 -2.19174 10.00000 0.8440279365 2.4332032204    0.791  2.008  3.7262  2.185    4  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.249 1.365 0.303 -0.188 -0.379 -0.474
